index,used,power,price_US,year,class,hull_material,seller,Length_ft,location,make_model,
211,yes,yes,46900,2005,Bowrider,Fiberglass,Kelly's Port,32,"Osage Beach, Missouri",Envision.3200 DLX Intruder,
212,yes,yes,218652,2016,Bowrider,Fiberglass,Gage Marine,32,"Williams Bay, Wisconsin",Monterey.328SS,
213,yes,yes,105000,2011,Bowrider,Fiberglass,Aqua Blue Yacht Sales,32,"Fort Lauderdale, Florida",Monterey.328 SS Joystick (Anniversary),
214,yes,yes,Request Price,2016,Bowrider,Fiberglass,TriToon Town,32,"Osage Beach, Missouri",Monterey.328SS,
215,yes,yes,261540,2016,Bowrider,Fiberglass,Jerry's Majestic Marine,32,"Walworth, Wisconsin",Regal.3200,
216,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Norwalk,32,"Norwalk, Connecticut",Sea Ray.310 SLX,
217,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Regal Marine Industries, Inc.",32,,Regal.3200 Bowrider,
218,yes,yes,Request Price,2017,Bowrider,Fiberglass,"Ocean Blue Yacht Sales, LLC.",32,"SE Florida, Florida",Pursuit.DC 325 Dual Console,
219,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,32,"Peabody, Massachusetts",Pursuit.325 DC,
220,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,32,"Mashpee, Massachusetts",Pursuit.325 DC,
221,yes,yes,158000,2015,Bowrider,Fiberglass,"Mt. Dora Company, Inc.",32,"Mount Dora, Florida",Monterey.328SS,
222,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,32,"On Order, Massachusetts",Pursuit.325 DC,
223,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,32,"Peabody, Massachusetts",Pursuit.325 DC,
224,yes,yes,158000,2015,Bowrider,Fiberglass,"Mt. Dora Company, Inc.",32,"Mount Dora, Florida",Monterey.328SS,
225,yes,yes,Request Price,2016,Bowrider,Fiberglass,TriToon Town,32,"Osage Beach, Missouri",Monterey.328SS,
226,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,32,"Peabody, Massachusetts",Pursuit.325 DC,
227,yes,yes,Request Price,2016,Bowrider,Fiberglass,TriToon Town,32,"Osage Beach, Missouri",Monterey.328SS,
228,yes,yes,129995,2011,Bowrider,Fiberglass,Mau Marine,32,"Okoboji, Iowa",MONTERY.328 SS,
229,yes,yes,Request Price,2016,Bowrider,Fiberglass,AM PM MARINE,32,"Pasadena, Maryland",Regal.3200 Bowrider,
230,yes,yes,Request Price,2016,Bowrider,Fiberglass,Sundance Marine USA,32,"Jensen Beach, Florida",Regal.3200 Bowrider,
231,yes,yes,89990,2007,Bowrider,Fiberglass,Village Marina & Yacht Club,32,"Lake Ozark, Missouri",Cobalt.302,
232,yes,yes,Request Price,2017,Bowrider,Fiberglass,Saba Marine,32,"Colchester, Vermont",Sea Ray.310 SLX,
233,yes,yes,10000,1986,Bowrider,Fiberglass,Irish Boat Shop,32,"Charlevoix, Michigan",Wellcraft.St Tropex Ex 3200,
234,yes,yes,147500,2014,Bowrider,Fiberglass,Jerry's Majestic Marine,32,"Walworth, Wisconsin",Regal.3200,
235,yes,yes,169900,2015,Bowrider,Fiberglass,Singleton Marine Yacht Sales at Holiday Marina,32,"Buford, Georgia",Regal.3200,
236,yes,yes,149900,2015,Bowrider,Fiberglass,Duncan's Boats,32,"North Charleston, South Carolina",Regal.3200 Bowrider,
237,yes,yes,Request Price,2013,Bowrider,Fiberglass,South Austin Marine,32,"Austin, Texas",Regal.3200,
238,yes,yes,Request Price,2017,Bowrider,Fiberglass,Sea Ray Boats Inc.,32,,Sea Ray.SLX 310 OB,
239,yes,yes,Request Price,2016,Bowrider,Fiberglass,Sundance Marine USA,32,Florida,Regal.3200 Bowrider,
240,yes,yes,214500,2016,Bowrider,Fiberglass,Talley's Pier 77 Marine,32,"Cornelius, North Carolina",Regal.3200 Bowrider,
241,yes,yes,Request Price,2016,Bowrider,Fiberglass,Mau Marine,32,"Okoboji, Iowa",Sea Ray.310 SLX,
242,yes,yes,Request Price,2017,Bowrider,Fiberglass,Sea Ray Boats Inc.,32,,Sea Ray.SLX 310,
243,yes,yes,Request Price,2016,Bowrider,Fiberglass,Hall's Sport Center,31,"Muskegon, Michigan",Four Winns.H 350,
244,yes,yes,Request Price,2016,Bowrider,Fiberglass,Four Winns,31,,Four Winns.H310,
245,yes,yes,99900,2013,Bowrider,Fiberglass,Boater's Landing,31,"Ft.Myers, Florida",Four Winns.H310,
246,yes,yes,349900,2010,Bowrider,Fiberglass,Horizon Motorsports,31,"LAKE HAVASU CITY, Arizona",Daves Custom Boats.M31,
247,yes,yes,Request Price,2016,Bowrider,Fiberglass,Nichols Marine- Monkey Island,31,"Monkey Island, Oklahoma",Chaparral.307 SSX,
248,yes,yes,59900,2006,Bowrider,Fiberglass,POP Yachts,31,"Shell Knob, Missouri",Chaparral.SSI 280,
249,yes,yes,229000,2017,Bowrider,Fiberglass,Tradewinds Marina,31,"Baltimore, Maryland",Cobalt.R30,
250,yes,yes,194900,2016,Bowrider,Fiberglass,Clinton Marine,31,"Weldon, Illinois",Cobalt.R30,
251,yes,yes,Request Price,2017,Bowrider,Fiberglass,Top Notch Marine - Pompano,31,"Pompano, Florida",Cobalt.R30,
252,yes,yes,Request Price,2017,Bowrider,Fiberglass,"Top Notch Marine, Inc.",31,"Fort Pierce, Florida",Cobalt.R30,
253,yes,yes,Request Price,2017,Bowrider,Fiberglass,Top Notch Marine - Melbourne,31,"Melbourne, Florida",Cobalt.R30,
254,yes,yes,Request Price,2017,Bowrider,Fiberglass,Rambo Marine - Huntsville,31,"Hazel green, Alabama",Cobalt.R30,
255,yes,yes,134995,2014,Bowrider,Fiberglass,Atlanta Marine,31,"Flowery Branch, Georgia",Chaparral.307 SSX,
256,yes,yes,Request Price,2014,Bowrider,Fiberglass,Boat Rack Chaparral Boat Showroom,31,"Sherrills Ford, North Carolina",Chaparral.307 SSX,
257,yes,yes,129900,2015,Bowrider,Fiberglass,Grand Lake Boat Sales LLC,31,"Eucha, Oklahoma",Chaparral.307 SSX,
258,yes,yes,235724,2016,Bowrider,Fiberglass,Wayzata Marine,31,"Wayzata, Minnesota",Chaparral.307 SSX,
259,yes,yes,Request Price,2015,Bowrider,Fiberglass,Sunrise Marine,31,"Mary Esther, Florida",Chaparral.310 Signature,
260,yes,yes,219900,2016,Bowrider,Fiberglass,Formula Boats of Missouri,31,"Osage Beach, Missouri",Formula.310 Bowrider,
261,yes,yes,219900,2016,Bowrider,Fiberglass,Chicago Yacht Works,31,"Chicago, Illinois",Formula.310 Bowrider,
262,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Nichols Marine - Norman, OK",31,"Norman, Oklahoma",Chaparral.307 SSX,
263,yes,yes,193048,2016,Bowrider,Fiberglass,Wayzata Marine,31,"Wayzata, Minnesota",Chaparral.307 SSX,
264,yes,yes,Request Price,2016,Bowrider,Fiberglass,Clinton Marine,31,"Weldon, Illinois",Chaparral.307 SSX,
265,yes,yes,Request Price,2017,Bowrider,Fiberglass,The Nautic Group,31,"Kemah, Texas",Formula.310 Bowrider,
266,yes,yes,Request Price,2017,Bowrider,Fiberglass,Lakeside Formula,31,United States,Formula.310 Bowrider,
267,yes,yes,Request Price,2017,Bowrider,Fiberglass,The Nautic Group,31,"Kemah, Texas",Formula.310 FX Bowrider,
268,yes,yes,225244,2017,Bowrider,Fiberglass,Dry Harbour Marine,31,United States,Formula.310 BR,
269,yes,yes,Request Price,2017,Bowrider,Fiberglass,Formula Boats,31,,Formula.310 FX Bowrider,
270,yes,yes,Request Price,2017,Bowrider,Fiberglass,Formula Boats,31,,Formula.310 Bowrider,
271,yes,yes,69950,2005,Bowrider,Fiberglass,POP Yachts,31,"Rockwall, Texas",Crownline.316 LS,
272,yes,yes,78000,2009,Bowrider,Other,POP Yachts,31,"Lakeway, Texas",Crownline.31,
273,yes,yes,168500,2011,Bowrider,Fiberglass,Weber Yachts,31,"Fontana , Wisconsin",Cobalt.302,
274,yes,yes,169900,2014,Bowrider,Fiberglass,Singleton Marine Yacht Sales at Holiday Marina,31,"Lake Lanier, Georgia",Cobalt.302,
275,yes,yes,61900,2009,Bowrider,Fiberglass,Marine Connection - West Palm Beach,31,"West Palm Beach, Florida",Crownline.300 LS,
276,yes,yes,155900,2007,Bowrider,Fiberglass,"Blue Marlin Yachts, LLC",31,"Pompano Beach, Florida",Chaparral.310 Signature,
277,yes,yes,Request Price,2016,Bowrider,Fiberglass,Rhode River Boat Sales,31,"Edgewater, Maryland",Formula.310 Bowrider,
278,yes,yes,110000,2012,Bowrider,Fiberglass,Walker's Marine,31,"Marco Island, Florida",Formula.310 Bowrider,
279,yes,yes,134900,2011,Bowrider,Fiberglass,Comstock Yacht Sales & Marina,31,"Brick - Offsite, New Jersey",Formula.310 Bowrider,
280,yes,yes,85000,2009,Bowrider,Fiberglass,Sundance Marine USA,31,"Pompano Beach, Florida",Formula.310 Bowrider,
281,yes,yes,169900,2013,Bowrider,Fiberglass,North Shore Boat Brokerage Inc.,31,United States,Formula.310 Bowrider,
282,yes,yes,119900,2012,Bowrider,Fiberglass,Comstock Yacht Sales & Marina,31,"Brick, New Jersey",Formula.310 Sun Sport SS,
283,yes,yes,99500,2009,Bowrider,Fiberglass,POP Yachts,31,"Orange Beach, Alabama",Formula.310 BR,
284,yes,yes,179000,2015,Bowrider,Fiberglass,Virginia Yacht Brokers,31,"Chesapeake , Virginia",Formula.310 BR,
285,yes,yes,Request Price,2016,Bowrider,Fiberglass,Gulf Coast Boat Sales,31,Florida,Formula.310 Bowrider,
286,yes,yes,Request Price,2015,Bowrider,Fiberglass,Marine Tech Concepts,31,"Port Clinton, Ohio",Formula.310 Bowrider,
287,yes,yes,Request Price,2015,Bowrider,Fiberglass,South Austin Marine Corp,31,"Austin, Texas",Formula.310 BR,
288,yes,yes,223104,2016,Bowrider,Fiberglass,"IMG of Tampa Bay, Inc",31,"St Petersburg, Florida",Formula.310 Bowrider,
289,yes,yes,Request Price,2016,Bowrider,Fiberglass,Rhode River Boat Sales,31,"Egewater, Maryland",Formula.310 Bowrider,
290,yes,yes,105895,2007,Bowrider,Fiberglass,HARBOR POINTE MARINA,31,"Dadeville, Alabama",Cobalt.302,
291,yes,yes,75000,2008,Bowrider,Fiberglass,East Shore Marine,31,"Long Island , New York",Formula.310 Bowrider,
292,yes,yes,69900,2008,Bowrider,Fiberglass,Bay Watch Marine LLC.,31,"Port Washington, NY, New York",Formula.310 BR,
293,yes,yes,139900,2013,Bowrider,Fiberglass,Quality Boats,31,"Clearwater, Florida",Four Winns. H-310,
294,yes,yes,75000,2009,Bowrider,Fiberglass,"HarborView Yacht Sales, LLC",31,"Traverse City, Michigan",Four Winns.310 Horizon,
295,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Grand Lake,31,"Afton, Oklahoma",Sea Ray.SLX 310,
296,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Buford,31,"Buford, Georgia",Sea Ray.SLX 310,
297,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Lake Ozark,31,"Lake Ozark, Missouri",Sea Ray.SLX 310,
298,yes,yes,Request Price,2015,Bowrider,Fiberglass,Williams Yacht Group,31,United States,Pursuit.ST 310 Sport,
299,yes,yes,99900,2010,Bowrider,Fiberglass,Sundance Marine USA,31,"Pompano Beach, Florida",Monterey.318SS Super Sport,
300,yes,yes,49500,2007,Bowrider,Fiberglass,Punta Gorda Yacht Brokers,31,"Punta Gorda, Florida",Four Winns.310,
301,yes,yes,79000,2011,Bowrider,Fiberglass,Frank Gordon Yacht Sales,31,"Islamorada, Florida",Four Winns.H310,
302,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Lake Ozark,31,"Lake Ozark, Missouri",Sea Ray.SLX 310,
303,yes,yes,68800,2008,Bowrider,Fiberglass,Westchester Yacht Sales,31,"St. James, New York",Four Winns.H310,
304,yes,yes,64900,2007,Bowrider,Fiberglass,Skipper Bud's Marina Del Isle,31,"Marblehead, Ohio",Four Winns.310,
305,yes,yes,46900,2007,Bowrider,Fiberglass,COMPLETE MARINE,31,"Pompano Beach, Florida",Four Winns.310,
306,yes,yes,78900,2007,Bowrider,Fiberglass,Pittsburgh Boats,31,"Pittsburgh, Pennsylvania",Four Winns.310 Horizon,
307,yes,yes,69000,2008,Bowrider,Fiberglass,Cedar Mills Marina and Resort,31,"Lake Texoma, Texas",Four Winns.310 Horizon,
308,yes,yes,58000,2008,Bowrider,Fiberglass,InterMarine,31,"Dania Beach, Florida",Four Winns.310 Horizon,
309,yes,yes,69000,2008,Bowrider,Fiberglass,Dallas Boat Sales,31,"Possum Kingdom Lake, Texas",Monterey.318SS Super Sport,
310,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Somers Point,31,"Somers Point, New Jersey",Sea Ray.SLX 310,
311,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Somers Point,31,"Somers Point, New Jersey",Sea Ray.310 SLX,
312,yes,yes,Request Price,2016,Bowrider,Fiberglass,MarineMax Rogers,31,"Rogers, Minnesota",Sea Ray.310 SLX,
313,yes,yes,Request Price,2017,Bowrider,Fiberglass,Newport Beach,31,"Newport Beach, California",Sea Ray.310 SLX,
314,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Clearwater,31,"Clearwater, Florida",Sea Ray.SLX 310 OB,
315,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Ft. Myers,31,"Ft. Myers, Florida",Sea Ray.SLX 310 OB,
316,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Pompano,31,"Pompano Beach, Florida",Sea Ray.SLX 310 OB,
317,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Houston,31,"Seabrook, Texas",Sea Ray.SLX 310,
318,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Norwalk,31,"Norwalk, Connecticut",Sea Ray.SLX 310 OB,
319,yes,yes,Request Price,2017,Bowrider,Fiberglass,Lake Viking Marine,31,"Gallatin, Missouri",Cobalt.R30,
320,yes,yes,Request Price,2016,Bowrider,Fiberglass,Island Marine Center,31,"Ocean View, New Jersey",Cobalt.R3,
321,yes,yes,Request Price,2017,Bowrider,Fiberglass,MarineMax Brick,31,"Brick, New Jersey",Sea Ray.SLX 310 OB,
322,yes,yes,54900,2002,Bowrider,Other,MarineMax Somers Point,31,"Somers Point, New Jersey",Sea Ray.310 Sundancer,
323,yes,yes,36900,2007,Bowrider,Fiberglass,Texas Boat Sales,31,"Willis, Texas",Rinker.296 Captiva Bowrider,
324,yes,yes,99995,2008,Bowrider,Fiberglass,MarineMax Long Island,31,"Lindenhurst, New York",Sea Ray.310 Sundancer,
325,yes,yes,Request Price,2016,Bowrider,Fiberglass,Clarks Landing Yacht Sales - Shady Side,31,"Shady Side, Maryland",Sea Ray.310 SLX,
326,yes,yes,Request Price,2017,Bowrider,Fiberglass,Lake Norman Marina,31,"Sherrills Ford, North Carolina",Cobalt.R30,
327,yes,yes,Request Price,2017,Bowrider,Fiberglass,Waterfront Marine-Maryland,31,"Edgewater, Maryland",Chaparral.307 SSX,
328,yes,yes,Request Price,2016,Bowrider,Fiberglass,Oak Hill Marina,31,"Arnold's Park, Iowa",Chaparral.307 SSX,
329,yes,yes,Request Price,2016,Bowrider,Fiberglass,Chaparral Boats,31,,Chaparral.307 SSX,
330,yes,yes,Request Price,2016,Bowrider,Fiberglass,A & S Boats,31,United States,Chaparral.307 SSX,
331,yes,yes,Request Price,2017,Bowrider,Fiberglass,Waterfront Marine-Maryland,31,"Edgewater, Maryland",Chaparral.307 SSX,
332,yes,yes,Request Price,2016,Bowrider,Fiberglass,Pier 33,31,"St. Joseph, Michigan",Chaparral.307 SSX,
333,yes,yes,Request Price,2017,Bowrider,Fiberglass,Waterfront Marine Yacht Sales,31,"SOMERS POINT, New Jersey",Chaparral.307 SSX,
334,yes,yes,Request Price,2017,Bowrider,Fiberglass,Tobler Marina,31,"Hayden, Idaho",Chaparral.307 SSX,
335,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,31,,Cobalt.R30,
336,yes,yes,Request Price,2016,Bowrider,Fiberglass,Sunrise Marine,31,"Fort Walton Beach, Florida",Chaparral.307 SSX,
337,yes,yes,Request Price,2016,Bowrider,Fiberglass,Tom George Yacht Group,31,"Dunedin, Florida",Cobalt.R30,
338,yes,yes,159000,2014,Bowrider,Fiberglass,Texas Boat Sales,31,"Willis, Texas",Chaparral.307 SSX,
339,yes,yes,30000,2003,Bowrider,Fiberglass,Campisano Marine Center,31,"Brick, New Jersey",Advantage Boats.30 Victory Bowrider,
340,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Fay's Boat Yard, Inc.",31,"Gilford, New Hampshire",Chaparral.307 SSX,
341,yes,yes,159000,2014,Bowrider,Fiberglass,Plano Marine,31,"Plano, Texas",Chaparral.307 SSX,
342,yes,yes,88548,2009,Bowrider,Fiberglass,"Carstens Marine Supplies, Inc.",31,"Spokane, Washington",Crownline.300 LS,
343,yes,yes,94999,2012,Bowrider,Fiberglass,Slalom Shop Boats & Yachts,30,"Lewisville, Texas",Cobalt.296,
344,yes,yes,Request Price,2017,Bowrider,Fiberglass,Nichols Marine- Monkey Island,30,"Monkey Island, Oklahoma",Chaparral.307 SSX,
345,yes,yes,Request Price,2016,Bowrider,Fiberglass,Top Notch Marine - Pompano,30,"Pompano, Florida",Cobalt.302,
346,yes,yes,104900,2012,Bowrider,Fiberglass,The Boating Center,30,"Crestwood, Kentucky",Cobalt.296,
347,yes,yes,Request Price,2016,Bowrider,Fiberglass,Longshore Boats,30,"Charleston, South Carolina",Chaparral.307 SSX 106F,
348,yes,yes,Request Price,2017,Bowrider,Fiberglass,Gull Lake Marine,30,"Richland, Michigan",Chaparral.307 SSX,
349,yes,yes,32900,2003,Bowrider,Fiberglass,TriToon Town,30,"Osage Beach, Missouri",Challenger Boats.30SV,
350,yes,yes,Request Price,2016,Bowrider,Fiberglass,Cobalt Boats,30,,Cobalt.296,
351,yes,yes,129000,2015,Bowrider,Fiberglass,Clinton Marine,30,"Weldon, Illinois",Cobalt.296,
352,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Crownline Boats, Inc.",31,,Crownline.305 SS,
353,yes,yes,Request Price,2016,Bowrider,Fiberglass,Amity Harbor Marine Inc,30,"Amityville, New York",Chaparral.307 SSX,
354,yes,yes,182753,2016,Bowrider,Fiberglass,"Hoffmaster's Marina, Inc",30,"Woodbridge, Virginia",Chaparral.307 SSX,
355,yes,yes,Request Price,2016,Bowrider,Composite,"Captain's Choice Marine, Inc.",30,"LEESVILLE, South Carolina",Chaparral.307 SSX,
356,yes,yes,119500,2015,Bowrider,Fiberglass,Clinton Marine,30,"Weldon, Illinois",Cobalt.296,
357,yes,yes,Request Price,2016,Bowrider,Fiberglass,Jacksonville Boat Sales,30,"Jacksonville Beach, Florida",Chaparral.307 S SX,
358,yes,yes,Request Price,2015,Bowrider,Fiberglass,Sun Sport Marine,30,"Harrison Township, Michigan",Chaparral.307 SSX,
359,yes,yes,10990,2008,Bowrider,Fiberglass,Seattle Boat Company in Bellevue-Newport  (New and Pre-Owned Boat Marina),30,"Bellevue , Washington",Cobalt.302,
360,yes,yes,159900,2012,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.",30,"Grand Lake, Oklahoma",Cobalt.302,
361,yes,yes,95000,2008,Bowrider,Fiberglass,Bay Watch Marine LLC.,30,"Port Washington, New York",Cobalt.302 BR ,
362,yes,yes,124900,2010,Bowrider,Fiberglass,Legendary Marine Destin,30,"Destin, Florida",Cobalt.302,
363,yes,yes,100000,2007,Bowrider,Fiberglass,Larsen Marine Service,30,"Waukegan, Illinois",Cobalt.302,
364,yes,yes,Request Price,2014,Bowrider,Fiberglass,Nunmaker Yachts,30,"Madisonville, Louisiana",Cobalt.302 w/ 8.2L's and Joystick,
365,yes,yes,118995,2011,Bowrider,Fiberglass,Village Marina & Yacht Club,30,United States,Cobalt.296,
366,yes,yes,149000,2015,Bowrider,Fiberglass,Stokley's Marine,30,"Nicholasville, Kentucky",Cobalt.296,
367,yes,yes,Request Price,2015,Bowrider,Fiberglass,Stokley's Marine,30,"Nicholasville, Kentucky",Cobalt.296,
368,yes,yes,199900,2016,Bowrider,Fiberglass,Ross Yacht Sales,30,"TARPON SPRINGS, Florida",Cobalt.302 Bowrider TWIN VOLVO V8-300 CE DP WITH JOYSTICK,
369,yes,yes,Request Price,2016,Bowrider,Fiberglass,Legendary Marine Destin,30,"Destin, Florida",Cobalt.302,
370,yes,yes,Request Price,2017,Bowrider,Fiberglass,Bosun Marine,30,"Inbound, Massachusetts",Chris-Craft.Calypso 30,
371,yes,yes,Request Price,2017,Bowrider,Fiberglass,Harborside Yacht Sales,30,"Clinton, Connecticut",Chris-Craft.Calypso 30,
372,yes,yes,249687,2017,Bowrider,Fiberglass,Anchor Marine,30,"Farmingdale, New Jersey",Chaparral.307SSX,
373,yes,yes,97300,2010,Bowrider,Fiberglass,"Ugly John's Custom Boats, LLC.",30,"Grand Lake, Oklahoma",Cobalt.302,
374,yes,yes,Request Price,2016,Bowrider,Fiberglass,Village Marina & Yacht Club,30,United States,Cobalt.R30 Cobalt,
375,yes,yes,Request Price,2016,Bowrider,Fiberglass,Marine Sales Kentuckiana,30,"GILBERTSVILLE, Kentucky",Cobalt.R30,
376,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Boat House of Cape Coral,30,"Cape Coral, Florida",Cobalt.R30,
377,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Marine Sales of Pickwick, LLC",30,"COUNCE, Tennessee",Cobalt.R30,
378,yes,yes,149900,2016,Bowrider,Fiberglass,Gordy's Lakefront Marine,30,"Fontana, Wisconsin",Cobalt.R30,
379,yes,yes,Request Price,2016,Bowrider,Fiberglass,Nunmaker Yachts,30,"Madisonville, Louisiana",Cobalt.R30,
380,yes,yes,Request Price,2016,Bowrider,Other,Arrowhead Boat & Yacht Co/Beaver Lake,30,"Rogers, Arkansas",Cobalt.R30,
381,yes,yes,215829,2016,Bowrider,Fiberglass,Gordy's Lakefront Marine,30,"Fontana, Wisconsin",Cobalt.R30,
382,yes,yes,Request Price,2017,Bowrider,Other,Arrowhead Boat Sales,30,"Afton, Oklahoma",Cobalt.R30,
383,yes,yes,Request Price,2016,Bowrider,Fiberglass,Village Marina & Yacht Club,30,United States,Cobalt.R30,
384,yes,yes,59995,2008,Bowrider,Fiberglass,Amity Harbor Marine Inc,30,"Amityville, New York",Crownline.300LS BR,
385,yes,yes,89900,2012,Bowrider,Fiberglass,"Ozark Yacht Brokers, Inc.",30,"Lake Ozark, Missouri",Crownline.305 SS Bow Rider,
386,yes,yes,79999,2008,Bowrider,Hypalon,River Valley Power & Sport - Red Wing,30,"Red Wing, Minnesota",Crownline.300 LS,
387,yes,yes,79999,2008,Bowrider,Fiberglass,River Valley Power and Sports - Rochester,30,"Rochester, Minnesota",Crownline.300 LS,
388,yes,yes,79999,2008,Bowrider,Fiberglass,River Valley Power & Sport - Lake Minnetonka,30,"Wayzata, Minnesota",Crownline.300 LS,
389,yes,yes,74999,2009,Bowrider,Fiberglass,Slalom Shop Boats & Yachts,30,"Lewisville, Texas",Crownline.300 LS,
390,yes,yes,183750,2015,Bowrider,Fiberglass,MarineMax Clearwater,30,"Clearwater, Florida",Sea Ray.300 SLX,
391,yes,yes,198450,2015,Bowrider,Fiberglass,MarineMax Port Clinton,30,"Port Clinton, Ohio",Sea Ray.300 SLX,
392,yes,yes,Request Price,2015,Bowrider,Other,MarineMax Cumming,30,"Cumming, Georgia",Sea Ray.300 SLX,
393,yes,yes,92900,2012,Bowrider,Fiberglass,Kelly's Port,30,"Osage Beach, Missouri",Crownline.305 SS,
394,yes,yes,88900,2010,Bowrider,Fiberglass,MarineMax Ship Bottom,30,"Ship Bottom, New Jersey",Sea Ray.30 SELECT,
395,yes,yes,69900,2012,Bowrider,Fiberglass,WORLDWIDE YACHT SALES INC.,30,"CAPE CORAL , Florida",Sea Ray.30 SUNDECK ,
396,yes,yes,69500,2011,Bowrider,Fiberglass,The Navigation Company,30,"Conneaut Lake, Pennsylvania",Sea Ray.slx 30,
397,yes,yes,43900,2003,Bowrider,Fiberglass,Heartland Marine,30,"Sunrise Beach, Missouri",Sea Ray.290 Select EX,
398,yes,yes,98400,2011,Bowrider,Fiberglass,POP Yachts,30,"Southside, Alabama",Sea Ray.270 SLX,
399,yes,yes,178500,2013,Bowrider,Fiberglass,Cannons Marina,30,Longboat key,Grady-White.307,
